Comment,Negative,Neutral,Positive
It was a casual interview. 30 min videocall with the interviewer. Started with self introduction and continued with reason to choose ESADE. We talked about many things not limited to the interview itself. Overall good experience.,0.002306013,0.65642345,0.34127054
More or less 1 hour interview. Started off with interviewer's presentation. Then I had to present myself and we started sicussing about life experiences the challenges I went through and how I overcame them. After that the interviewr asked more general questions about my interests and fit with Esade,0.00033332084,0.99906856,0.00059814646
1 hr interview with HR. Question after question with no opportunity to interact. Reading from a list is not the way forward to find the right candidate. It was exhausting because I couldn't really show myself as soon as I answered a question there was another one. There were no difficult questions but I felt I was speaking to a robot.,0.99870753,0.0011291088,0.0001633231
The process involved 4 interviews: one with a Human Resources person another with the team manager a third exchange with the department manager and finally a final call to go over the offer and conditions together.,0.00074302807,0.9989048,0.000352172
Me hicieron seguir los siguientes pasos: 1) Consultoría: Entrevista con una persona 2) Test de personalidad aptitudes  3) Jefes: Entrevista con los responsables  4) RRHH: Entrevista con una persona de recursos humanos La consultoría era un poco desorganizada pero por el resto todo correcto,0.00035201685,0.99845755,0.0011904722
Llamada inicial con el responsable de RRHH muy profesional muy detallado ha sido un placer. Despues hablamos una hora a traves del Zoom y repasamos toda mi experiencia profesional desde mis estudios hasta mi experiencia profesional más reciente. Llamada por Zoom con la gestora del programa y la responsable de rrhh de ESADE.,0.0003733763,0.9913483,0.008278381
2 entrevistas de personalidad   definicion de estrategia de negocios y el momento mas dificil de mi vida . Prueba de ingles explicando el suceso de mis resultados y campañas . Por lo demas una entrevista normal y corriente,0.00048284724,0.9884974,0.01101974
Los procesos selectivos pueden ser de oposición o de concursooposición. La oposición consiste en la superación de pruebas o exámenes eliminatorios que pueden ser uno o varios y de diferentes tipos en función del cuerpo o categoría al que se pretende acceder.,0.0005315784,0.9964065,0.0030618857
Fue solamente una entrevista con la que seria mi jefa y la encargada de rrhh la entrevista fue muy facil y divertida ellas fueron encantadoras y se mostraron interesadas. Buena opcion que hagan la entrevista a la vez en lugar de por separado,0.00094027113,0.9977442,0.0013155736
First had a telephone interview that was followed by an onsite inperson interview. It was very professional and a positive experience. It involved interviewing at the HR office along with several team members and the senior leadership.,0.0001787166,0.0007810224,0.9990402
It was a nice atmosphere relaxed. As you would hope for a first time worker. The questions went about what you like to do how you would see yourself handling technical issues and a small conversation in english.,0.0012386938,0.93430346,0.06445785
Entrevista personal y telefónica con dos directivos para evaluar la posible colaboración. Revisamos objetivos y capacidades para el puesto. Buscaban alguien con experiencia en gestión y en educación a la vez que llevase la gestión académica que tuviera buenas relaciones con empresas y que dispusiera de conocimientos sobre la transformación digital.,0.00072273315,0.9861103,0.013166965
The application process started at my home university where the offer had been originally posted. It was followed by a 1:1 interview with one of the Associate Directors of the Department. Finally a couple of weeks later I received the final call accepting me in the position,0.0002810475,0.99740547,0.0023134176
Un poco extenso ya que se realizan unas 5 entrevistas pero trato muy agradable y profesional. Así mismo el acompañamiento en todo momento hace el proceso más agradable y motivador.,0.000883391,0.9886856,0.010431005
Primera entrevista por teléfono seguida de 2 con equipo de recursos humanos y final con equipo. Comunicación clara y amable pero proceso largo. En la primera conversación ya hablamos de expectativas de salario.,0.0007553908,0.93218607,0.06705855
Las preguntas fueron las de siempre experiencia formación salario y demás. La gente fue simpática y en general quedé satisfecho. Algunas preguntas fueron algo genéricas pero no importó porque el personal de la entrevista fue muy atento.,0.00089775154,0.9978586,0.0012436215
El proceso consta de varias entrevistas y realización de pruebas en función de la posición. Destacar y agradecer  que la comunicacion y retorno de cada etapa es constante y se informa sobre como avanza el proceso.,0.0008333109,0.9522316,0.046935048
El chico de RRHH encantador se nota que le gusta mucho su trabajo. Explicó perfectamente el puesto y el proceso y estuvo pendiente en todo momento. La entrevista final fue con otra persona de RR.HH. y la directora de departamento encantadoras las dos y muy profesionales. El proceso sin embargo se demoró demasiado. Desde la primera llamada hasta la entrevista final creo que pasaron dos meses y se habló de incorporación para el plazo de otros dos meses (en total 4 meses desde que empiezas el proceso hasta que te incorporas ...Creo que no es ágil  para un departamento así o al menos denota poca planificación / coordinación ). El resto del proceso me pareció muy agradable y muy humano. Lo recomendaría sin duda y me dio la sensación de que debe de ser un sitio muy interesante donde trabajar y crecer. Al final siguieron adelante con un candidato interno que también dice mucho de ellos porque significa que promocionan  o dan nuevas oportunidades a los que ya forman parte del equipo lo cual está bien.,0.00055520737,0.99119484,0.008249908
Después de un filtro inicial acorde a experiencia y estudios se realiza una  entrevista con una dinámica de grupo una prueba de catalán y una entrevista personal. Todas el mismo día.,0.00045456877,0.99505025,0.004495189
Personas muy profesionales y correctas que permiten que te expreses y no solo tienen en cuenta la experiencia sino tus habilidades. Sinceras y realistas con lo que se ofrece. Todo vía videoconferencia respetando el protocolo COVID19.,0.00063064817,0.984475,0.014894289
"Primero te inscribes en su página web sección ""Treballa amb nosaltres"" si hay alguna vacante de tu ámbito. Antes de todo tienes que registrarte crear un usuario y rellenas el currículum. Luego si das el perfil te llaman para la entrevista.",0.00061019,0.9961934,0.0031964323
El proceso de selección consistió en varias entrevistas. EL proceso se cerró y se e convocó para otro proceso en el cual para este siendo el mismo puesto de trabajo me solicitarón presentar un proyecto. El proceso duró más de 6 meses fue largo competitivo y proporcionaron muy poca comunicación además de ser poco transparente.,0.0005531172,0.989374,0.010072845
Hice una primera entrevista en una consultoría externa. preguntas rápidas y no duró mas de media hora revisaron my Background y sobre todo les interesaba mi perfil por las competencias desarrolladas en Consultoría y Universidad Y Después entrevista con Personas de la UOC y director de AJ,0.0003644912,0.99708146,0.0025539733
